threshold_set	independent_unit_id	cohort_role	method	epsilon	tau	arm	intervention	h001_spearman	h001_top_overlap	h001_rmae	vector_relative_l1_median	direction_cosine_median	neighborhood_error_median	neighborhood_error_q90	biological_pairs	gate_pass	sensitivity_gate_pass
moderately_stricter	spatialDLPFC::Br8492	primary_expansion	row_softmax	0.25		R	I_SPATIAL	0.9999766346562822	0.9933333333333332	0.0040327444870783	0.0059203072190497	0.9999924961120444	0.0107910814176365	0.0130194492789544	1	True	True
moderately_stricter	spatialDLPFC::Br8492	primary_expansion	uot	0.25	2.0	N	I_EXPR	0.9998454399313068	0.99	0.0034805041528818	0.0053405692409481	0.9999931835877852	0.0093874879280746	0.0123145175327581	1	True	True
moderately_stricter	spatialDLPFC::Br8492	primary_expansion	uot	0.25	2.0	N	I_SPATIAL	0.9998414008184004	0.9966666666666666	0.0035171227867596	0.0054027987509653	0.9999930858939048	0.0097495780075585	0.0127877043172056	1	True	True
moderately_stricter	spatialDLPFC::Br8492	primary_expansion	uot	0.25	2.0	R	I_EXPR	0.999999749333222	1.0	0.0006982452984701	0.0008126026046677	0.9999998255993868	0.0016075398472449	0.0022749260079451	1	True	True
moderately_stricter	spatialDLPFC::Br8492	primary_expansion	uot	0.25	2.0	R	I_SPATIAL	0.9997888852395044	0.9966666666666666	0.0044914641478002	0.0064252143427295	0.999991525064446	0.0118997303618064	0.0157024518869381	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	balanced_ot	0.25		N	I_EXPR	0.9998389777062124	0.9933333333333334	0.0042110768669794	0.0062293333624118	0.999990771737125	0.0110090685230387	0.0154683717782222	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	balanced_ot	0.25		N	I_SPATIAL	0.9998355057046692	0.9866666666666668	0.0042535885096574	0.0063013368500138	0.9999906178195388	0.0113469720303912	0.0160187167750642	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	balanced_ot	0.25		R	I_EXPR	0.9999990577773592	1.0	0.0001946736148709	0.0008055452964968	0.9999994981739576	0.0003802288304056	0.0009454234646508	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	balanced_ot	0.25		R	I_SPATIAL	0.9997893599063824	0.99	0.0043577704866739	0.0062344419505013	0.9999920353591388	0.0116437324075672	0.0161799952490182	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	row_softmax	0.25		N	I_EXPR	0.9999703146534732	0.9966666666666666	0.0027700479896355	0.0069862185585719	0.9999800668139174	0.0073356200030234	0.011596644918627	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	row_softmax	0.25		N	I_SPATIAL	0.9999678453190426	0.9966666666666666	0.0028045285853841	0.0070320961166176	0.9999799432037654	0.007640778507303	0.0121918661096781	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	row_softmax	0.25		R	I_EXPR	0.999996737776328	0.9966666666666666	0.0017219823477467	0.0030674991246214	0.9999960391762828	0.0044031683893451	0.0058029741174104	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	row_softmax	0.25		R	I_SPATIAL	0.9999454826424368	0.9933333333333332	0.0040794329824694	0.0059231794620036	0.9999923831180136	0.0106384337049125	0.0140536833495495	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	uot	0.25	2.0	N	I_EXPR	0.9998769457230872	0.99	0.0033969485925703	0.0052374741042904	0.9999928443019372	0.0087985773108335	0.0135490609371214	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	uot	0.25	2.0	N	I_SPATIAL	0.9998803181690304	0.99	0.0034346559652997	0.0052911361369472	0.9999927361637492	0.009168201460653	0.0141298712942181	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	uot	0.25	2.0	R	I_EXPR	0.9999985297771246	1.0	0.0009869112507476	0.0012059697015536	0.999999602365566	0.0022454184690403	0.0033435577352608	1	True	True
moderately_stricter	spatialDLPFC::Br8667	primary_expansion	uot	0.25	2.0	R	I_SPATIAL	0.9998330292591242	0.99	0.0045706074105177	0.006451491684534	0.9999913881140244	0.0122051965358108	0.0166929536555382	1	True	True
stringent	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	0.9999434321230858	1.0	0.0038860013788134	0.0056869761903758	0.9999928211667402	0.0102760172727529	0.01279695707679	1	True	True
stringent	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	0.9999398349389984	1.0	0.003921666969812	0.0057558267705284	0.999992719053712	0.0105271972077505	0.0131609602405276	1	True	True
stringent	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	0.999995250698424	1.0	0.0003486719935248	0.0005012593900633	0.9999996906408556	0.000547416417988	0.0011544013455759	1	True	True
stringent	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	0.999947265773334	1.0	0.003918293734337	0.0057413708109784	0.9999929910131736	0.0105099671827584	0.013086558239542	1	True	True
stringent	HER2ST::A	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	0.9999646948608554	1.0	0.0037668379018972	0.0056961035542652	0.9999922552691438	0.0097494880081203	0.012076080063912	1	True	True
stringent	HER2ST::A	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.9999646948608554	1.0	0.0037993443017666	0.005749911807242	0.9999921435591947	0.0099873272493325	0.0123096858761266	1	True	True
stringent	HER2ST::A	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.9999882393609872	1.0	0.0002109874805241	0.0007839807172776	0.9999994122137584	0.0005111830160433	0.0008950062098118	1	True	True
stringent	HER2ST::A	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.9999695138287504	0.9857142857142858	0.0038374588381078	0.0057321085272638	0.9999929122895052	0.0101287326266185	0.0121792381974953	1	True	True
stringent	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.9999496129569188	1.0	0.0032435103065831	0.0047543106249605	0.999994200817443	0.0086044840399624	0.0108292768052676	1	True	True
stringent	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	0.9999487789577096	0.9821428571428572	0.0032736732655052	0.0048053079742207	0.999994105707186	0.0088757564697956	0.0111222081116092	1	True	True
stringent	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	0.9999968687570244	1.0	0.0005290398804502	0.0005844963283887	0.9999999333885428	0.0013925378033044	0.0015486001913674	1	True	True
stringent	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	0.9999400059839372	1.0	0.0041525777553625	0.0059433469720094	0.9999920710590888	0.0112158061442694	0.013654756629943	1	True	True
stringent	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	0.9998024357112538	0.9814814814814814	0.0039286901409829	0.0058072853339061	0.9999921841187374	0.0101667377036027	0.01451501386636	1	True	True
stringent	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	0.9998422546531384	1.0	0.0039675208386788	0.0058716412870656	0.9999920780272882	0.0103424487485215	0.0151038779291396	1	True	True
stringent	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	0.9999951446066616	1.0	0.000722390042921	0.0005612493491985	0.9999997645407004	0.0005942694070317	0.0036085091535666	1	True	True
stringent	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	0.9997453529327353	1.0	0.0041302199457096	0.0060145246838777	0.999992904337802	0.010985088460998	0.0154940219220514	1	True	True
stringent	HER2ST::B	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	0.9999643689043778	1.0	0.0037878048145599	0.0056066002668135	0.9999921058693902	0.0096943973486463	0.0121833147413497	1	True	True
stringent	HER2ST::B	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.9999780996791074	0.9814814814814814	0.0038230804981991	0.0056595123014937	0.9999919968230468	0.00987834119054	0.0125693994694968	1	True	True
stringent	HER2ST::B	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.999978023102802	1.0	0.0004985238104192	0.0009972000937764	0.9999994736464342	0.001198504996439	0.002286590391783	1	True	True
stringent	HER2ST::B	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.9999559038728296	0.9772727272727272	0.0039601797956673	0.0057469619619314	0.9999929407129352	0.010288122969249	0.0130981804392468	1	True	True
stringent	HER2ST::B	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.9998514765707852	1.0	0.0033035074551203	0.0049522992704934	0.9999925633282744	0.0084617759113248	0.012500616788121	1	True	True
stringent	HER2ST::B	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	0.9998292788216268	0.9814814814814814	0.0033371449319131	0.0050030410590379	0.999992462375493	0.0087904864742015	0.0131205955657493	1	True	True
stringent	HER2ST::B	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	0.999997867788716	1.0	0.0003874625971725	0.0005763232130201	0.999999877049641	0.0012597279533599	0.0014385301292745	1	True	True
stringent	HER2ST::B	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	0.999825992137118	0.9772727272727272	0.0042943810966547	0.0063155504247322	0.9999903447520464	0.011417867841471	0.0160081340987788	1	True	True
stringent	HER2ST::C	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	0.9997138122725364	1.0	0.0040929587584233	0.0059118409922345	0.9999926250246868	0.0109638988576652	0.0147408285376756	1	True	True
stringent	HER2ST::C	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	0.9997243305090796	1.0	0.0041288744338867	0.0059716953247407	0.9999925234719554	0.0111388928682165	0.0151198163413772	1	True	True
stringent	HER2ST::C	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	0.9999835833073044	1.0	0.0013964128370763	0.0010188272278795	0.999999205787574	0.0015214414403091	0.0040545624295931	1	True	True
stringent	HER2ST::C	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	0.9996653170712568	1.0	0.0041500276453093	0.0060262262588222	0.999992865864787	0.0112134271343529	0.0150134431768139	1	True	True
stringent	HER2ST::C	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	0.9999670010031924	1.0	0.0036952596420256	0.0057051833423452	0.9999926193268752	0.009638451408405	0.0120171797830156	1	True	True
stringent	HER2ST::C	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.9999431857261628	0.9642857142857144	0.0037242828645489	0.0057590599037335	0.9999925176746384	0.0099105917264765	0.0123469629718919	1	True	False
stringent	HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.9999682064986786	1.0	0.0007781324864511	0.0012881070558061	0.9999985216946938	0.0013012285165913	0.0027960989791519	1	True	True
stringent	HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.9999333761508564	1.0	0.0038207218210325	0.0057728962238583	0.9999929541318928	0.0102474130238851	0.0123845838395585	1	True	True
stringent	HER2ST::C	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.9997581113473994	1.0	0.0033566432678808	0.0050963674079944	0.9999928580606804	0.0091270922176724	0.0126340695670781	1	True	True
stringent	HER2ST::C	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	0.9998173366122092	0.9642857142857144	0.0033868481403762	0.0051490353236177	0.9999927429990498	0.0093683537274088	0.0130882129195593	1	True	False
stringent	HER2ST::C	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	0.9999975062033192	1.0	0.0006343313488187	0.0006515950316631	0.9999998661820552	0.001420132419749	0.0015684848398097	1	True	True
stringent	HER2ST::C	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	0.999779561849027	1.0	0.0042546842678864	0.0063561128832503	0.999990304429057	0.0116200736326672	0.0154421036113652	1	True	True
stringent	HER2ST::D	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	0.9998929915713596	1.0	0.0039950181097174	0.0058792449260424	0.9999924779344004	0.0104829304326075	0.0140068957188058	1	True	True
stringent	HER2ST::D	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	0.9999078446783044	1.0	0.0040364066920939	0.0059356370194851	0.9999923551090886	0.0108239398063057	0.0146038410246593	1	True	True
stringent	HER2ST::D	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	0.9999939671168396	1.0	0.0004426321873191	0.0005225747694517	0.999999810186526	0.0005523828676042	0.0016498531463355	1	True	True
stringent	HER2ST::D	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	0.9998893502595836	1.0	0.0040202835778562	0.0059660989595093	0.9999925986524968	0.0107530959809941	0.0144669496438134	1	True	True
stringent	HER2ST::D	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	0.9998665586382	1.0	0.0038594553130623	0.005706896224301	0.9999924803545958	0.0099592822237239	0.0130560602561597	1	True	True
stringent	HER2ST::D	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.999918321585255	0.9807692307692308	0.0038935829853786	0.005761740061195	0.9999923764693314	0.010200243213055	0.0135443628142318	1	True	True
stringent	HER2ST::D	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.999988590124566	1.0	0.0001523541093194	0.0007000050035641	0.9999996374876504	0.0003151340186175	0.000711828269636	1	True	True
stringent	HER2ST::D	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.9999235232356254	0.9761904761904762	0.0039178619349128	0.0057759377449097	0.9999928803567733	0.0101786022804845	0.0133270850521633	1	True	True
stringent	HER2ST::D	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.9998820961568072	1.0	0.0033740338473028	0.0049928010060368	0.9999938411308236	0.0088776595319508	0.0121138206704168	1	True	True
stringent	HER2ST::D	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	0.9998894519952772	1.0	0.0034073231319256	0.0050454009344972	0.9999937464837636	0.0091935762444167	0.0125540281917897	1	True	True
stringent	HER2ST::D	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	0.999993260358106	1.0	0.000495573689297	0.0005750647500273	0.999999938811116	0.0013737061542865	0.0015115192124979	1	True	True
stringent	HER2ST::D	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	0.9999114971636158	1.0	0.0042362504507866	0.0061486634430211	0.999991642276586	0.0112799857333371	0.0150212271495863	1	True	True
stringent	HER2ST::E	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	0.99993812934869	1.0	0.0040189597643565	0.0057719818040278	0.9999926425908352	0.0105038043226514	0.0138125726464572	1	True	True
stringent	HER2ST::E	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	0.9999342916121594	1.0	0.00405601177474	0.0058360565883414	0.9999925487158904	0.0107465742166735	0.0141926326100117	1	True	True
stringent	HER2ST::E	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	0.9999971722657216	1.0	0.0002589075595501	0.000567804402925	0.9999995335363432	0.0005503058364571	0.00112841539372	1	True	True
stringent	HER2ST::E	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	0.9999413430058364	0.9907407407407408	0.0040782775265459	0.0058457845718453	0.9999928390982324	0.0108492252377074	0.0141647858651075	1	True	True
stringent	HER2ST::E	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	0.9999585099037228	1.0	0.00389026532346	0.0058130637048376	0.9999921907488628	0.0103668633117657	0.0124390328749356	1	True	True
stringent	HER2ST::E	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.9999646967363376	0.9791128337639964	0.0039253301400685	0.0058797185288637	0.9999920842295515	0.0106212686521466	0.012823434643771	1	True	True
stringent	HER2ST::E	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.99999353213055	1.0	8.842981060599346e-05	0.00069678229914	0.9999993633091953	0.000167393135803	0.0005236418943606	1	True	True
stringent	HER2ST::E	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.999965760616636	1.0	0.0039411670370512	0.00585225236205	0.9999927829851004	0.0106634429315239	0.0126932516666121	1	True	True
stringent	HER2ST::E	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.9999350854741458	1.0	0.0033490443159859	0.0049175935770929	0.9999934393689514	0.0087032446194822	0.0121146295317248	1	True	True
stringent	HER2ST::E	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	0.9999346236569806	0.9791128337639964	0.0033837623945187	0.0049713297126593	0.9999933402405042	0.008991659243648	0.0125469147533392	1	True	True
stringent	HER2ST::E	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	0.9999968860128694	1.0	0.0004763693953639	0.0005815622132814	0.9999997597293088	0.0012773071095876	0.0014435559875109	1	True	True
stringent	HER2ST::E	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	0.9999430819319148	1.0	0.0042751583055408	0.0061562244613008	0.9999911308010984	0.0113854823705914	0.0150469336111933	1	True	True
stringent	HER2ST::F	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	0.9999347220186384	0.9905660377358492	0.0040102156381356	0.005793271360624	0.9999925113956198	0.01064421802548	0.014000152109955	1	True	True
stringent	HER2ST::F	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	0.9999292494071684	1.0	0.0040470034703784	0.0058499064696185	0.9999923941537692	0.0108587119544976	0.0144232292680531	1	True	True
stringent	HER2ST::F	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	0.9999972281244924	1.0	0.000202645656366	0.0004395518783005	0.9999996400343536	0.0003598862949423	0.0008912218008184	1	True	True
stringent	HER2ST::F	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	0.9999302429852356	1.0	0.0040422410088682	0.0058421729647935	0.9999927264070146	0.0109346503812226	0.0143562694099549	1	True	True
stringent	HER2ST::F	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	0.9999453393488192	0.9829902801600916	0.0038395652338458	0.0057917392488943	0.9999919623329834	0.0101799217508252	0.0124393746036852	1	True	True
stringent	HER2ST::F	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.999934184847358	1.0	0.0038744393592431	0.005851548251236	0.9999918494960708	0.0104288003577592	0.0128251417779049	1	True	True
stringent	HER2ST::F	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.9999947967421272	1.0	7.403036632272883e-05	0.0006487445441443	0.999999525206581	0.0001574438869393	0.0003654602599824	1	True	True
stringent	HER2ST::F	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.9999504338452412	1.0	0.0038962318908396	0.0058073976855577	0.99999263793789	0.0104592641492768	0.0128212399105077	1	True	True
stringent	HER2ST::F	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.9999343422115368	1.0	0.0033483754747431	0.0049207322695067	0.9999934655822116	0.0087854963921706	0.0121144280837628	1	True	True
stringent	HER2ST::F	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	0.9999303483745288	0.9829902801600916	0.0033810751226542	0.004973429995944	0.9999933775352724	0.0090935161222618	0.0126439621783895	1	True	True
stringent	HER2ST::F	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	0.9999973454904028	1.0	0.0005177056008144	0.0005828823702268	0.9999998813988792	0.0013820962614132	0.0015481851785629	1	True	True
stringent	HER2ST::F	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	0.9999263895552256	1.0	0.0042448534522513	0.0061130888096008	0.9999911516219652	0.0113899917827435	0.0150643719885637	1	True	True
stringent	HER2ST::G	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	0.9997829035178328	1.0	0.0041269264787118	0.0061348579482308	0.999992044374556	0.0114468164611786	0.0139729875604795	1	True	True
stringent	HER2ST::G	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	0.9997457242836014	1.0	0.0041698435584925	0.0062023047852866	0.999991932342188	0.011718804553154	0.014486958796223	1	True	True
stringent	HER2ST::G	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	0.999994383789348	1.0	0.0003192329791082	0.0005677738342909	0.9999996960252217	0.0005631598465508	0.0015327874447023	1	True	True
stringent	HER2ST::G	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	0.9997367999587824	1.0	0.0042099330692586	0.0062205086148583	0.9999924361575504	0.0118485289176272	0.0146953138152654	1	True	True
stringent	HER2ST::G	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	0.9999591935061508	1.0	0.0039168957593112	0.0058615562029758	0.999991941080155	0.0102757267395763	0.0129688711645011	1	True	True
stringent	HER2ST::G	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.99995757870154	1.0	0.0039511547216242	0.0059209981195129	0.9999918386406615	0.0105540711208062	0.0131813013118169	1	True	True
stringent	HER2ST::G	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.9999914683254888	1.0	0.0001738717986316	0.0007982204355528	0.9999994609340268	0.0004104963299343	0.0008209290126987	1	True	True
stringent	HER2ST::G	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.9999685864056016	1.0	0.0039767313708909	0.005903088395433	0.9999927481132552	0.0106592862120865	0.0128870926322433	1	True	True
stringent	HER2ST::G	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.9998291262187976	1.0	0.0034849077784647	0.0051065835727879	0.9999933948032254	0.0094927684086254	0.0119737231132439	1	True	True
stringent	HER2ST::G	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	0.9998116207920548	1.0	0.003522050929845	0.0051658524578199	0.9999932976158876	0.0098349374413697	0.0124252907024321	1	True	True
stringent	HER2ST::G	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	0.9999970695358756	1.0	0.0004564859088211	0.000592190109696	0.9999998605600298	0.0012843228493773	0.0014891476897128	1	True	True
stringent	HER2ST::G	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	0.999808817113346	0.9878048780487804	0.0044148776607944	0.0063857595354423	0.999991162942954	0.0123245571488977	0.0150045982535544	1	True	True
stringent	HER2ST::H	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	0.9999344879903054	1.0	0.0040262885270361	0.0059244893140954	0.999992375906792	0.0109156046069142	0.0133135101393742	1	True	True
stringent	HER2ST::H	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	0.999938486687278	0.9883720930232558	0.0040620124720427	0.0059856187414336	0.9999922598618616	0.0111657653883981	0.0136449162290517	1	True	True
stringent	HER2ST::H	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	0.9999958287515084	1.0	0.0003440646755495	0.000649018876561	0.9999995847811504	0.0006688980903315	0.001552005073875	1	True	True
stringent	HER2ST::H	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	0.9999342996938196	1.0	0.0040858802300909	0.0059988894652598	0.9999927708454254	0.011218344132075	0.0137898921035781	1	True	True
stringent	HER2ST::H	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	0.9999742376304442	1.0	0.0038722106351506	0.0057758710755279	0.9999919715689312	0.0102953326329136	0.0123233358270172	1	True	True
stringent	HER2ST::H	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.9999728698889156	1.0	0.0039066329630489	0.0058334022253067	0.999991868849192	0.0104694159365873	0.0126955446257407	1	True	True
stringent	HER2ST::H	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.9999931146703072	1.0	0.0001285695475151	0.0007406715067322	0.9999993535422774	0.000295591963429	0.0006370107804868	1	True	True
stringent	HER2ST::H	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.9999636413737516	1.0	0.0039650175674406	0.0058752719491055	0.9999925896740134	0.0108189146761746	0.0129219987283488	1	True	True
stringent	HER2ST::H	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.9999432505069118	0.9883720930232558	0.0033649846945381	0.0048877602068544	0.9999931196002192	0.0091089537561643	0.0114844497450463	1	True	True
stringent	HER2ST::H	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	0.9999431157453303	1.0	0.0033952917831907	0.0049395456271646	0.9999930280482908	0.0094080086854921	0.0118916849313145	1	True	True
stringent	HER2ST::H	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	0.9999977311283508	1.0	0.0004361555229519	0.0005833710506181	0.9999996638132712	0.0012242081352304	0.001439128776832	1	True	True
stringent	HER2ST::H	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	0.9999392329099264	1.0	0.0042823639069255	0.0061698364197156	0.9999908459800616	0.0117846025730326	0.0144442046083261	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.9998166292518352	0.99	0.004211419897804	0.0062393129741978	0.9999897987516772	0.0110254133257432	0.0159458417107362	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.9998108568048254	0.9733333333333334	0.0042548315990213	0.0063026651540603	0.9999896727375068	0.0113196614629943	0.0164375187787944	1	True	False
stringent	STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		R	I_EXPR	0.9999986719994098	1.0	0.0003206042004797	0.0008910147515449	0.9999995331499096	0.0005893452599344	0.0015970980678118	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		R	I_SPATIAL	0.9997579714479874	0.9833333333333334	0.0045045811457173	0.0062922010518735	0.9999923179739044	0.0120119792312529	0.0169110641060926	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		N	I_EXPR	0.9999459928648856	0.9933333333333332	0.0038520236193144	0.0060827805286453	0.9999890010234032	0.0099554580080703	0.0134843934840832	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		N	I_SPATIAL	0.9999424408633072	0.99	0.0038880593739043	0.0061404246363462	0.9999888640319808	0.0102165811430723	0.0137848951467638	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		R	I_EXPR	0.9999975324433478	0.99	0.0004265506260005	0.001222962211193	0.99999920776998	0.0007907579754393	0.0020220726597543	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		R	I_SPATIAL	0.9999637759839006	0.99	0.0042356654457366	0.0060093195943109	0.9999927215467208	0.0111888869485834	0.0141734350878031	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	N	I_EXPR	0.9998511626005168	0.9866666666666668	0.0035763586178922	0.0053854089708425	0.9999921798305014	0.009369681471966	0.0136840988248245	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	N	I_SPATIAL	0.99984379726391	0.9833333333333334	0.0036146505952434	0.005439970110743	0.9999920682559666	0.0096652924228765	0.0141739308236319	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	R	I_EXPR	0.9999988337772596	1.0	0.000534559130094	0.0009961562693303	0.999999607926202	0.0014777796794856	0.0019822250514037	1	True	True
stringent	STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	R	I_SPATIAL	0.9997708301203688	0.9866666666666668	0.0047057446820513	0.0064990830779112	0.9999918240963098	0.0125148912864841	0.0172522438399715	1	True	True
stringent	ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.9999036710682984	0.9866666666666666	0.0041425215589083	0.0061151040816082	0.9999910765485842	0.0108770242705671	0.0144453293590534	1	True	True
stringent	ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.9999022061787584	0.99	0.0041859869649483	0.0061857201627924	0.999990951871322	0.011238344684197	0.0149109108008691	1	True	True
